"Model","Launch","Code name","Fab (nm)","Transistors (Million)","Die Size (mm)","Die Count","Bus interface","Memory (MB)","Core config","Clock rate","Clock rate","Clock rate","Fillrate","Fillrate","Memory","Memory","Memory","API support (version)","API support (version)","Processing Power GFLOPS","TDP (watts)","GFLOPS/W","Comments"
"Model","Launch","Code name","Fab (nm)","Transistors (Million)","Die Size (mm)","Die Count","Bus interface","Memory (MB)","Core config","Core (MHz)","Shader (MHz)","Memory (MHz)","Pixel (GP/s)","Texture (GT/s)","Bandwidth (GB/s)","Bus type","Bus width (bit)","DirectX","OpenGL","Processing Power GFLOPS","TDP (watts)","GFLOPS/W","Comments"
"GeForce 9300 mGPU","October 2008","MCP7A-S","65","282","162","1","PCIe 2.0 x16","Up to 512 from system memory","16:8:4","450","1200","800
1333","1.8","3.6","6.4/12.8
10.664/21.328","DDR2
DDR3","64
128","10.0","3.3","57.6","Unknown","Unknown","based on 8400 GS"
"GeForce 9400 mGPU","October 2008","MCP7A-U","65","282","162","1","PCIe 2.0 x16","Up to 512 from system memory","16:8:4","580","1400","800
1333","2.32","4.64","6.4/12.8
10.664/21.328","DDR2
DDR3","64
128","10.0","3.3","67.2","12","5.6","based on 8400 GS"
"GeForce 9300 GE","June 2008","G98","65","210","86","1","PCIe 2.0 x16","256","8:8:4","540","1300","1000","2.16","4.32","8","DDR2","64","10.0","3.3","31.2","??","Unknown",""
"GeForce 9300 GS","June 2008","G98","65","210","86","1","PCIe 2.0 x16","256","8:8:4","567","1400","1000","2.268","4.536","8","DDR2","64","10.0","3.3","33.6","??","Unknown",""
"GeForce 9400 GT","August 27, 2008","G96a
G96b","65
55","314","144","1","PCIe 2.0 x16
PCI","256
512
1024","16:8:4","550","1400","800
1600","2.2","4.4","12.8
25.6","GDDR2
GDDR3","128","10.0","3.3","67.2","50","1.34",""
"GeForce 9500 GT","July 29, 2008","G96-300-C1","65
55","314","144","1","PCIe 2.0 x16
PCI","256
512
1024","32:16:8","550","1400","1000
1600","4.4","8.8","16.0
25.6","DDR2
GDDR3","128","10.0","3.3","134.4","50","2.69",""
"GeForce 9600 GS","July 29, 2008","G94a","65","505","240","1","PCIe 2.0 x16
PCI","768","48:24:12","500","1250","1000","6","12","24","DDR2","192","10.0","3.3","180","Unknown","Unknown","OEM"
"GeForce 9600 GSO","May 2008","G92","65","754","324","1","PCIe 2.0 x16","384
768
1536","96:48:12","550","1375","1600","6.6","26.4","38.4","GDDR3","192","10.0","3.3","396","84","4.71",""
"GeForce 9600 GSO 512","October 2008","G94a
G94b","65
55","505","240
196?","1","PCIe 2.0 x16","512","48:24:16","650","1625","1800","10.4","15.6","57.6","GDDR3","256","10.0","3.3","234","90","2.6",""
"GeForce 9600 GT Green Edition","2009","G94b","55","505","196?","1","PCIe 2.0 x16","512
1024","64:32:16","600
625","1500
1625","1400/1800
1800","9.6
10.0","19.2
20.0","44.8/57.6
57.6","GDDR3","256","10.0","3.3","288
312","59","4.88
5.29","Core Voltage - 1 volt"
"GeForce 9600 GT","February 21, 2008","G94-300-A1","65
55","505","240
196?","1","PCIe 2.0 x16","512
1024","64:32:16","650","1625","1800","10.4","20.8","57.6","GDDR3","256","10.0","3.3","312","95","3.28",""
"GeForce 9800 GT Green Edition","2009","G92b","55","754","260","1","PCIe 2.0 x16","512
1024","112:56:16","550","1375","1400
1600
1800","8.8","30.8","44.8
51.2
57.6","GDDR3","256","10.0","3.3","462","75","6.16","Core Voltage - 1 volt"
"GeForce 9800 GT","July 2008","G92a
G92b","65
55","754","324
260","1","PCIe 2.0 x16","512
1024","112:56:16","600","1500","1800","9.6","33.6","57.6","GDDR3","256","10.0","3.3","504","125
105","4.03
4.8",""
"GeForce 9800 GTX","April 1, 2008","G92","65","754","324","1","PCIe 2.0 x16","512","128:64:16","675","1688","2200","10.8","43.2","70.4","GDDR3","256","10.0","3.3","648","140","4.63",""
"GeForce 9800 GTX+","July 16, 2008","G92b","55","754","260","1","PCIe 2.0 x16","512
1024","128:64:16","738","1836","2200","11.808","47.232","70.4","GDDR3","256","10.0","3.3","705","141","5.0",""
"GeForce 9800 GX2","March 18, 2008","G92","65","2x 754","2x 324","2","PCIe 2.0 x16","2x 512","2x 128:64:16","600","1500","2000","2x 9.6","2x 38.4","2x 64.0","GDDR3","2x 256","10.0","3.3","2x 576","197","5.85",""
"Model","Launch","Codename","Fab (nm)","Transistors (Million)","Die Size (mm)","Die Count","Bus interface","Memory (MB)","Core config","Core (MHz)","Shader (MHz)","Memory (MHz)","Pixel (GP/s)","Texture (GT/s)","Bandwidth (GB/s)","Bus type","Bus width (bit)","DirectX","OpenGL","Processing Power GFLOPS","TDP (watts)","GFLOPS/W","Comments"
"","","","","","","","","","","","","","","","","","","","","","","GFLOPS/W",""
