"Program","Comic book","PDF","BMP","JPEG","PNG","TIFF","GIF","PSD","Other graphics file formats"
"ACDSee","","","BMP","JPEG","PNG","TIFF","GIF","PSD","EMF, PCX,  PIC, PICT, PSD, PSP, SGI, TGA, WMF, XBM, various camera formats among others"
"Adobe Bridge","","","","","","","","","Displays all file types supported by Adobe Creative Suite"
"Aperture","","PDF","","JPEG","PNG","TIFF","GIF","PSD","PSD RAW Formats: ARW, CR2, CRW, MOS, NEF, RAF, RAW, SRW, OLY, FFF, 3FR, DNG. Various video formats including: AVI, MOV, MPEG"
"CDisplay","CBZ, CBR, CBT, CBA","","BMP","JPEG","PNG","","GIF","",""
"Comix","CBZ, CBR, CBT","","","JPEG","PNG","","","","..."
"digiKam","","","BMP","JPEG","PNG","TIFF","GIF","","JPEG 2000, PCX, WMF, PNM, PPM, XCF, XPM, PGX, all RAW formats, DNG, MPEG, MPO, MPE, AVI, MOV, ASF"
"Eye of GNOME","","","BMP","JPEG","PNG","TIFF","GIF","","PNM, RAS, ICO, XPM, SVG"
"FastPictureViewer","","","BMP","JPEG","PNG","TIFF","","PSD","HD Photo, HDP, WDP, JPEG XR
(+ RLE, DIB, ICO, MTIFF, DNG, NRW, NEF, CR2, ORF, PEF, ARW, RW2, SR2, SRF, RWZ in the registered edition, as well as DjVu, TGA, PSD, HDR, DDS, EXR, J2K, PNM, PBM, PGM, PBM, LRPREV, JPS through additional WIC codecs from the optional FastPictureViewer Codec Pack or from 3rd parties)"
"FastStone Image Viewer","","","BMP","JPEG","PNG","TIFF","GIF","PSD","loading of:  JPEG 2000, PCX, WMF, ICO, CUR, TGA, CRW, saving to:  JPEG 2000, PCX, TGA"
"Firehand Ember","","","BMP","JPEG","PNG","","","",""
"F-Spot","","","","JPEG","PNG","TIFF","GIF","","CR2, CRW, DNG, MRW, NEF, ORF, PEF, PPM, RAF, RAW, SRF, SVG"
"Geeqie","","","BMP","JPEG","PNG","TIFF","GIF","","3FR, ANI, APM, ARW, CR2, CRW, CUR, DCR, DNG, ERF, ICNS, ICO, JP2/JPC/JPX/J2K/JPF,  JPS, K25, KDC, MEF, MPO, MOS, MRW, NEF, ORF, PCX, PEF, PBM/PGM/PNM/PPM, PTX, QIF/QTIF (QuickTime Image Format), R3D, RAF, RAS (Sun Raster), RAW, SR2, SRF, SVG/SVGZ, TGA/TARGA, WBMP, WMF, X3F, XBM, XPM"
"Gonvisor","CBZ, CBR, CBA, CB7","PDF","BMP","JPEG","PNG","","GIF","","Opens images contained in rar, zip, ace and 7zip files."
"GraphicConverter","","PDF","BMP","JPEG","PNG","TIFF","GIF","PSD","190 types read, 79 types saved"
"gThumb","","","","","","","","","See note"
"Gwenview","","","BMP","JPEG","PNG","TIFF","GIF","PSD","MNG, SVG, MNG, XCF, RAW (NEF), etc."
"ImageAXS","","","BMP","JPEG","PNG","TIFF","GIF","","Read/Write: DIB, ICO, TGA, PCX, DiCOM."
"IMatch","","","","","","","","","over 50 types including RAW, also Unicode"
"iPhoto","","","","JPEG","PNG","","GIF","PSD","RAW (All QuickTime supported images), PSD (Leopard), AVI (Leopard), MOV (Leopard)"
